# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 19 06:59:25 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_bmasse asc, pl_bmassj asc
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
loc_rowid,pl_name,discoverymethod,disc_year,pl_bmasse,pl_bmassj,pl_rvamp,st_mass
15998,Kepler-192 d,Transit,2016,,,,0.91
15999,Kepler-192 d,Transit,2016,,,,
16000,Kepler-1920 b,Transit,2021,,,,1.06
16001,Kepler-1920 b,Transit,2021,,,,1.25
16002,Kepler-1920 b,Transit,2021,,,,1.06
16003,Kepler-1920 b,Transit,2021,,,,1.25
16004,Kepler-1920 b,Transit,2021,,,,1.24
16005,Kepler-1920 b,Transit,2021,,,,1.24
16006,Kepler-1920 b,Transit,2021,,,,1.25
16007,Kepler-1921 b,Transit,2021,,,,1.25
16008,Kepler-1921 b,Transit,2021,,,,1.25
16009,Kepler-1921 b,Transit,2021,,,,1.25
16010,Kepler-1921 b,Transit,2021,,,,1.17
16011,Kepler-1921 b,Transit,2021,,,,1.17
16012,Kepler-1921 b,Transit,2021,,,,1.25
16013,Kepler-1921 b,Transit,2021,,,,1.25
16014,Kepler-1922 b,Transit,2021,,,,0.95
16015,Kepler-1922 b,Transit,2021,,,,0.95
16016,Kepler-1922 b,Transit,2021,,,,0.95
16017,Kepler-1922 b,Transit,2021,,,,0.95
16018,Kepler-1922 b,Transit,2021,,,,0.95
16019,Kepler-1922 b,Transit,2021,,,,1.00
16020,Kepler-1923 b,Transit,2021,,,,
16021,Kepler-1923 b,Transit,2021,,,,0.83
16022,Kepler-1923 b,Transit,2021,,,,0.83
16023,Kepler-1923 b,Transit,2021,,,,0.83
16024,Kepler-1923 b,Transit,2021,,,,
16025,Kepler-1923 b,Transit,2021,,,,1.11
16026,Kepler-1923 b,Transit,2021,,,,1.11
16027,Kepler-1924 b,Transit,2021,,,,0.89
16028,Kepler-1924 b,Transit,2021,,,,1.02
16029,Kepler-1924 b,Transit,2021,,,,0.89
16030,Kepler-1924 b,Transit,2021,,,,1.02
16031,Kepler-1924 b,Transit,2021,,,,0.89
16032,Kepler-1924 b,Transit,2021,,,,1.01
16033,Kepler-1925 b,Transit,2021,,,,1.02
16034,Kepler-1925 b,Transit,2021,,,,1.02
16035,Kepler-1925 b,Transit,2021,,,,1.02
16036,Kepler-1925 b,Transit,2021,,,,1.02
16037,Kepler-1925 b,Transit,2021,,,,1.06
16038,Kepler-1925 b,Transit,2021,,,,1.02
16039,Kepler-1925 b,Transit,2021,,,,1.06
16040,Kepler-1926 b,Transit,2021,,,,0.77
16041,Kepler-1926 b,Transit,2021,,,,0.77
16042,Kepler-1926 b,Transit,2021,,,,0.83
16043,Kepler-1926 b,Transit,2021,,,,0.77
16044,Kepler-1926 b,Transit,2021,,,,0.83
16045,Kepler-1926 b,Transit,2021,,,,0.77
16046,Kepler-1926 b,Transit,2021,,,,0.77
16047,Kepler-1927 b,Transit,2021,,,,1.41
16048,Kepler-1927 b,Transit,2021,,,,0.99
16049,Kepler-1927 b,Transit,2021,,,,0.99
16050,Kepler-1927 b,Transit,2021,,,,0.99
16051,Kepler-1927 b,Transit,2021,,,,1.11
16052,Kepler-1927 b,Transit,2021,,,,1.41
16053,Kepler-1927 b,Transit,2021,,,,1.11
16054,Kepler-1928 b,Transit,2021,,,,0.97
16055,Kepler-1928 b,Transit,2021,,,,0.97
16056,Kepler-1928 b,Transit,2021,,,,0.89
16057,Kepler-1928 b,Transit,2021,,,,0.99
16058,Kepler-1928 b,Transit,2021,,,,0.89
16059,Kepler-1928 b,Transit,2021,,,,0.89
16060,Kepler-1928 b,Transit,2021,,,,0.99
16061,Kepler-1929 b,Transit,2021,,,,1.01
16062,Kepler-1929 b,Transit,2021,,,,1.68
16063,Kepler-1929 b,Transit,2021,,,,1.01
16064,Kepler-1929 b,Transit,2021,,,,1.01
16065,Kepler-1929 b,Transit,2021,,,,1.68
16066,Kepler-1929 b,Transit,2021,,,,1.68
16067,Kepler-1929 b,Transit,2021,,,,1.01
16068,Kepler-193 b,Transit,2014,,,,1.14
16069,Kepler-193 b,Transit,2014,,,,1.09
16070,Kepler-193 b,Transit,2014,,,,1.12
16071,Kepler-193 b,Transit,2014,,,,1.21
16072,Kepler-193 b,Transit,2014,,,,
16073,Kepler-193 b,Transit,2014,,,,1.12
16074,Kepler-193 b,Transit,2014,,,,1.12
16075,Kepler-193 b,Transit,2014,,,,
16076,Kepler-193 b,Transit,2014,,,,1.14
16077,Kepler-193 b,Transit,2014,,,,1.21
16078,Kepler-193 b,Transit,2014,,,,1.21
16079,Kepler-193 c,Transit,2014,,,,
16080,Kepler-193 c,Transit,2014,,,,
16081,Kepler-193 c,Transit,2014,,,,1.14
16082,Kepler-193 c,Transit,2014,,,,1.21
16083,Kepler-193 c,Transit,2014,,,,1.12
16084,Kepler-193 c,Transit,2014,,,,1.09
16085,Kepler-193 c,Transit,2014,,,,1.14
16086,Kepler-193 c,Transit,2014,,,,1.21
16087,Kepler-193 c,Transit,2014,,,,1.12
16088,Kepler-193 c,Transit,2014,,,,1.21
16089,Kepler-193 c,Transit,2014,,,,1.12
16090,Kepler-1930 b,Transit,2021,,,,0.82
16091,Kepler-1930 b,Transit,2021,,,,0.84
16092,Kepler-1930 b,Transit,2021,,,,0.84
16093,Kepler-1930 b,Transit,2021,,,,0.84
16094,Kepler-1930 b,Transit,2021,,,,0.84
16095,Kepler-1930 b,Transit,2021,,,,0.84
16096,Kepler-1931 b,Transit,2021,,,,1.12
16097,Kepler-1931 b,Transit,2021,,,,1.17
16098,Kepler-1931 b,Transit,2021,,,,1.12
16099,Kepler-1931 b,Transit,2021,,,,1.19
16100,Kepler-1931 b,Transit,2021,,,,1.17
16101,Kepler-1931 b,Transit,2021,,,,1.19
16102,Kepler-1931 b,Transit,2021,,,,1.12
16103,Kepler-1932 b,Transit,2021,,,,0.98
16104,Kepler-1932 b,Transit,2021,,,,0.91
16105,Kepler-1932 b,Transit,2021,,,,0.98
16106,Kepler-1932 b,Transit,2021,,,,0.91
16107,Kepler-1932 b,Transit,2021,,,,0.86
16108,Kepler-1932 b,Transit,2021,,,,0.98
16109,Kepler-1933 b,Transit,2021,,,,0.94
16110,Kepler-1933 b,Transit,2021,,,,0.94
16111,Kepler-1933 b,Transit,2021,,,,1.03
16112,Kepler-1933 b,Transit,2021,,,,1.03
16113,Kepler-1933 b,Transit,2021,,,,0.96
16114,Kepler-1933 b,Transit,2021,,,,0.96
16115,Kepler-1933 b,Transit,2021,,,,0.94
16116,Kepler-1934 b,Transit,2021,,,,0.97
16117,Kepler-1934 b,Transit,2021,,,,1.06
16118,Kepler-1934 b,Transit,2021,,,,0.97
16119,Kepler-1934 b,Transit,2021,,,,1.06
16120,Kepler-1934 b,Transit,2021,,,,1.06
16121,Kepler-1934 b,Transit,2021,,,,1.06
16122,Kepler-1935 b,Transit,2021,,,,0.84
16123,Kepler-1935 b,Transit,2021,,,,0.84
16124,Kepler-1935 b,Transit,2021,,,,0.99
16125,Kepler-1935 b,Transit,2021,,,,0.84
16126,Kepler-1935 b,Transit,2021,,,,0.84
16127,Kepler-1935 b,Transit,2021,,,,0.84
16128,Kepler-1936 b,Transit,2021,,,,1.28
16129,Kepler-1936 b,Transit,2021,,,,1.42
16130,Kepler-1936 b,Transit,2021,,,,1.42
16131,Kepler-1936 b,Transit,2021,,,,1.42
16132,Kepler-1936 b,Transit,2021,,,,1.42
16133,Kepler-1936 b,Transit,2021,,,,1.28
16134,Kepler-1936 b,Transit,2021,,,,1.42
16135,Kepler-1937 b,Transit,2021,,,,1.19
16136,Kepler-1937 b,Transit,2021,,,,1.19
16137,Kepler-1937 b,Transit,2021,,,,1.18
16138,Kepler-1937 b,Transit,2021,,,,1.18
16139,Kepler-1937 b,Transit,2021,,,,1.18
16140,Kepler-1937 b,Transit,2021,,,,1.18
16141,Kepler-1937 b,Transit,2021,,,,1.18
16142,Kepler-1938 b,Transit,2021,,,,0.72
16143,Kepler-1938 b,Transit,2021,,,,0.65
16144,Kepler-1938 b,Transit,2021,,,,0.65
16145,Kepler-1938 b,Transit,2021,,,,0.72
16146,Kepler-1938 b,Transit,2021,,,,0.65
16147,Kepler-1938 b,Transit,2021,,,,0.65
16148,Kepler-1938 b,Transit,2021,,,,0.65
16149,Kepler-1939 b,Transit,2021,,,,0.65
16150,Kepler-1939 b,Transit,2021,,,,0.64
16151,Kepler-1939 b,Transit,2021,,,,0.65
16152,Kepler-1939 b,Transit,2021,,,,0.71
16153,Kepler-1939 b,Transit,2021,,,,0.64
16154,Kepler-1939 b,Transit,2021,,,,0.64
16155,Kepler-194 b,Transit,2014,,,,0.96
16156,Kepler-194 b,Transit,2014,,,,0.99
16157,Kepler-194 b,Transit,2014,,,,
16158,Kepler-194 b,Transit,2014,,,,
16159,Kepler-194 b,Transit,2014,,,,1.02
16160,Kepler-194 b,Transit,2014,,,,0.96
16161,Kepler-194 b,Transit,2014,,,,1.02
16162,Kepler-194 b,Transit,2014,,,,0.96
16163,Kepler-194 b,Transit,2014,,,,1.05
16164,Kepler-194 b,Transit,2014,,,,1.09
16165,Kepler-194 c,Transit,2014,,,,1.05
16166,Kepler-194 c,Transit,2014,,,,
16167,Kepler-194 c,Transit,2014,,,,0.96
16168,Kepler-194 c,Transit,2014,,,,
16169,Kepler-194 c,Transit,2014,,,,0.96
16170,Kepler-194 c,Transit,2014,,,,0.99
16171,Kepler-194 c,Transit,2014,,,,0.96
16172,Kepler-194 c,Transit,2014,,,,1.02
16173,Kepler-194 c,Transit,2014,,,,1.02
16174,Kepler-194 c,Transit,2014,,,,1.02
16175,Kepler-194 c,Transit,2014,,,,1.09
16176,Kepler-194 d,Transit,2014,,,,1.02
16177,Kepler-194 d,Transit,2014,,,,0.96
16178,Kepler-194 d,Transit,2014,,,,0.96
16179,Kepler-194 d,Transit,2014,,,,
16180,Kepler-194 d,Transit,2014,,,,0.96
16181,Kepler-194 d,Transit,2014,,,,1.02
16182,Kepler-194 d,Transit,2014,,,,
16183,Kepler-194 d,Transit,2014,,,,0.99
16184,Kepler-194 d,Transit,2014,,,,1.05
16185,Kepler-194 d,Transit,2014,,,,1.02
16186,Kepler-194 d,Transit,2014,,,,1.09
16187,Kepler-1940 b,Transit,2021,,,,0.80
16188,Kepler-1940 b,Transit,2021,,,,0.78
16189,Kepler-1940 b,Transit,2021,,,,0.78
16190,Kepler-1940 b,Transit,2021,,,,0.90
16191,Kepler-1940 b,Transit,2021,,,,0.78
16192,Kepler-1940 b,Transit,2021,,,,0.80
16193,Kepler-1941 b,Transit,2021,,,,1.18
16194,Kepler-1941 b,Transit,2021,,,,1.23
16195,Kepler-1941 b,Transit,2021,,,,1.24
16196,Kepler-1941 b,Transit,2021,,,,1.23
16197,Kepler-1941 b,Transit,2021,,,,1.24
16198,Kepler-1941 b,Transit,2021,,,,1.18
16199,Kepler-1941 b,Transit,2021,,,,1.24
16200,Kepler-1942 b,Transit,2021,,,,0.85
16201,Kepler-1942 b,Transit,2021,,,,1.00
16202,Kepler-1942 b,Transit,2021,,,,0.85
16203,Kepler-1942 b,Transit,2021,,,,0.85
16204,Kepler-1942 b,Transit,2021,,,,0.85
16205,Kepler-1942 b,Transit,2021,,,,0.85
16206,Kepler-1943 b,Transit,2021,,,,1.05
16207,Kepler-1943 b,Transit,2021,,,,1.02
16208,Kepler-1943 b,Transit,2021,,,,1.05
16209,Kepler-1943 b,Transit,2021,,,,1.05
16210,Kepler-1943 b,Transit,2021,,,,1.05
16211,Kepler-1943 b,Transit,2021,,,,1.05
16212,Kepler-1944 b,Transit,2021,,,,1.07
16213,Kepler-1944 b,Transit,2021,,,,1.07
16214,Kepler-1944 b,Transit,2021,,,,0.93
16215,Kepler-1944 b,Transit,2021,,,,1.06
16216,Kepler-1944 b,Transit,2021,,,,1.07
16217,Kepler-1944 b,Transit,2021,,,,1.06
16218,Kepler-1945 b,Transit,2021,,,,0.77
16219,Kepler-1945 b,Transit,2021,,,,0.77
16220,Kepler-1945 b,Transit,2021,,,,0.77
16221,Kepler-1945 b,Transit,2021,,,,0.77
16222,Kepler-1945 b,Transit,2021,,,,0.77
16223,Kepler-1945 b,Transit,2021,,,,
16224,Kepler-1946 b,Transit,2021,,,,0.89
16225,Kepler-1946 b,Transit,2021,,,,0.89
16226,Kepler-1946 b,Transit,2021,,,,0.89
16227,Kepler-1946 b,Transit,2021,,,,0.89
16228,Kepler-1946 b,Transit,2021,,,,0.90
16229,Kepler-1946 b,Transit,2021,,,,0.89
16230,Kepler-1947 b,Transit,2021,,,,0.98
16231,Kepler-1947 b,Transit,2021,,,,0.98
16232,Kepler-1947 b,Transit,2021,,,,0.98
16233,Kepler-1947 b,Transit,2021,,,,0.98
16234,Kepler-1947 b,Transit,2021,,,,0.98
16235,Kepler-1947 b,Transit,2021,,,,1.10
16236,Kepler-1948 b,Transit,2021,,,,0.53
16237,Kepler-1948 b,Transit,2021,,,,0.61
16238,Kepler-1948 b,Transit,2021,,,,0.58
16239,Kepler-1948 b,Transit,2021,,,,0.53
16240,Kepler-1948 b,Transit,2021,,,,0.53
16241,Kepler-1948 b,Transit,2021,,,,0.58
16242,Kepler-1949 b,Transit,2021,,,,1.08
16243,Kepler-1949 b,Transit,2021,,,,1.01
16244,Kepler-1949 b,Transit,2021,,,,1.19
16245,Kepler-1949 b,Transit,2021,,,,1.01
16246,Kepler-1949 b,Transit,2021,,,,1.19
16247,Kepler-1949 b,Transit,2021,,,,1.01
16248,Kepler-195 b,Transit,2014,,,,0.89
16249,Kepler-195 b,Transit,2014,,,,0.84
16250,Kepler-195 b,Transit,2014,,,,0.83
16251,Kepler-195 b,Transit,2014,,,,
16252,Kepler-195 b,Transit,2014,,,,0.88
16253,Kepler-195 b,Transit,2014,,,,
16254,Kepler-195 b,Transit,2014,,,,0.88
16255,Kepler-195 b,Transit,2014,,,,0.89
16256,Kepler-195 b,Transit,2014,,,,0.88
16257,Kepler-195 b,Transit,2014,,,,0.88
16258,Kepler-195 c,Transit,2014,,,,
16259,Kepler-195 c,Transit,2014,,,,
16260,Kepler-195 c,Transit,2014,,,,0.89
16261,Kepler-195 c,Transit,2014,,,,0.88
16262,Kepler-195 c,Transit,2014,,,,0.88
16263,Kepler-195 c,Transit,2014,,,,0.84
16264,Kepler-195 c,Transit,2014,,,,0.89
16265,Kepler-195 c,Transit,2014,,,,0.89
16266,Kepler-195 c,Transit,2014,,,,0.83
16267,Kepler-195 c,Transit,2014,,,,0.88
16268,Kepler-195 c,Transit,2014,,,,0.88
16269,Kepler-1950 b,Transit,2021,,,,0.97
16270,Kepler-1950 b,Transit,2021,,,,0.76
16271,Kepler-1950 b,Transit,2021,,,,0.76
16272,Kepler-1950 b,Transit,2021,,,,0.76
16273,Kepler-1950 b,Transit,2021,,,,0.76
16274,Kepler-1950 b,Transit,2021,,,,0.76
16275,Kepler-1951 b,Transit,2021,,,,0.78
16276,Kepler-1951 b,Transit,2021,,,,0.92
16277,Kepler-1951 b,Transit,2021,,,,0.94
16278,Kepler-1951 b,Transit,2021,,,,0.78
16279,Kepler-1951 b,Transit,2021,,,,0.92
16280,Kepler-1951 b,Transit,2021,,,,0.78
16281,Kepler-1952 b,Transit,2021,,,,0.92
16282,Kepler-1952 b,Transit,2021,,,,0.92
16283,Kepler-1952 b,Transit,2021,,,,0.92
16284,Kepler-1952 b,Transit,2021,,,,
16285,Kepler-1952 b,Transit,2021,,,,0.92
16286,Kepler-1952 b,Transit,2021,,,,
16287,Kepler-1952 b,Transit,2021,,,,0.92
16288,Kepler-1953 b,Transit,2021,,,,0.73
16289,Kepler-1953 b,Transit,2021,,,,0.76
16290,Kepler-1953 b,Transit,2021,,,,0.79
16291,Kepler-1953 b,Transit,2021,,,,0.79
16292,Kepler-1953 b,Transit,2021,,,,0.76
16293,Kepler-1953 b,Transit,2021,,,,0.76
16294,Kepler-1954 b,Transit,2021,,,,0.94
16295,Kepler-1954 b,Transit,2021,,,,0.94
16296,Kepler-1954 b,Transit,2021,,,,0.94
16297,Kepler-1954 b,Transit,2021,,,,1.07
16298,Kepler-1954 b,Transit,2021,,,,0.94
16299,Kepler-1954 b,Transit,2021,,,,0.94
16300,Kepler-1955 b,Transit,2021,,,,1.07
16301,Kepler-1955 b,Transit,2021,,,,1.05
16302,Kepler-1955 b,Transit,2021,,,,1.07
16303,Kepler-1955 b,Transit,2021,,,,1.07
16304,Kepler-1955 b,Transit,2021,,,,1.05
16305,Kepler-1955 b,Transit,2021,,,,1.05
16306,Kepler-1956 b,Transit,2021,,,,0.67
16307,Kepler-1956 b,Transit,2021,,,,0.67
16308,Kepler-1956 b,Transit,2021,,,,0.67
16309,Kepler-1956 b,Transit,2021,,,,0.67
16310,Kepler-1956 b,Transit,2021,,,,0.67
16311,Kepler-1956 b,Transit,2021,,,,0.66
16312,Kepler-1957 b,Transit,2021,,,,0.75
16313,Kepler-1957 b,Transit,2021,,,,0.74
16314,Kepler-1957 b,Transit,2021,,,,0.74
16315,Kepler-1957 b,Transit,2021,,,,0.74
16316,Kepler-1957 b,Transit,2021,,,,0.74
16317,Kepler-1957 b,Transit,2021,,,,0.74
16318,Kepler-1958 b,Transit,2021,,,,0.96
16319,Kepler-1958 b,Transit,2021,,,,0.95
16320,Kepler-1958 b,Transit,2021,,,,0.95
16321,Kepler-1958 b,Transit,2021,,,,0.95
16322,Kepler-1958 b,Transit,2021,,,,0.96
16323,Kepler-1958 b,Transit,2021,,,,0.96
16324,Kepler-1959 b,Transit,2021,,,,0.83
16325,Kepler-1959 b,Transit,2021,,,,0.77
16326,Kepler-1959 b,Transit,2021,,,,0.77
16327,Kepler-1959 b,Transit,2021,,,,0.77
16328,Kepler-1959 b,Transit,2021,,,,0.77
16329,Kepler-1959 b,Transit,2021,,,,0.77
16330,Kepler-196 b,Transit,2014,,,,0.78
16331,Kepler-196 b,Transit,2014,,,,
16332,Kepler-196 b,Transit,2014,,,,0.87
16333,Kepler-196 b,Transit,2014,,,,0.87
16334,Kepler-196 b,Transit,2014,,,,
16335,Kepler-196 b,Transit,2014,,,,0.93
16336,Kepler-196 b,Transit,2014,,,,0.85
16337,Kepler-196 b,Transit,2014,,,,0.81
16338,Kepler-196 b,Transit,2014,,,,0.93
16339,Kepler-196 b,Transit,2014,,,,0.93
16340,Kepler-196 b,Transit,2014,,,,0.87
16341,Kepler-196 c,Transit,2014,,,,0.93
16342,Kepler-196 c,Transit,2014,,,,
16343,Kepler-196 c,Transit,2014,,,,
16344,Kepler-196 c,Transit,2014,,,,0.93
16345,Kepler-196 c,Transit,2014,,,,0.93
16346,Kepler-196 c,Transit,2014,,,,0.78
16347,Kepler-196 c,Transit,2014,,,,0.81
16348,Kepler-196 c,Transit,2014,,,,0.87
16349,Kepler-196 c,Transit,2014,,,,0.87
16350,Kepler-196 c,Transit,2014,,,,0.85
16351,Kepler-196 c,Transit,2014,,,,0.87
16352,Kepler-196 d,Transit,2021,,,,0.93
16353,Kepler-196 d,Transit,2021,,,,0.87
16354,Kepler-196 d,Transit,2021,,,,0.93
16355,Kepler-196 d,Transit,2021,,,,0.81
16356,Kepler-196 d,Transit,2021,,,,0.87
16357,Kepler-196 d,Transit,2021,,,,0.81
16358,Kepler-196 d,Transit,2021,,,,0.93
16359,Kepler-1960 b,Transit,2021,,,,1.12
16360,Kepler-1960 b,Transit,2021,,,,1.12
16361,Kepler-1960 b,Transit,2021,,,,1.08
16362,Kepler-1960 b,Transit,2021,,,,1.08
16363,Kepler-1960 b,Transit,2021,,,,1.08
16364,Kepler-1960 b,Transit,2021,,,,1.08
16365,Kepler-1961 b,Transit,2021,,,,0.87
16366,Kepler-1961 b,Transit,2021,,,,0.86
16367,Kepler-1961 b,Transit,2021,,,,0.88
16368,Kepler-1961 b,Transit,2021,,,,0.87
16369,Kepler-1961 b,Transit,2021,,,,0.86
16370,Kepler-1961 b,Transit,2021,,,,0.86
16371,Kepler-1962 b,Transit,2021,,,,0.93
16372,Kepler-1962 b,Transit,2021,,,,1.00
16373,Kepler-1962 b,Transit,2021,,,,0.93
16374,Kepler-1962 b,Transit,2021,,,,0.93
16375,Kepler-1962 b,Transit,2021,,,,1.03
16376,Kepler-1962 b,Transit,2021,,,,1.00
16377,Kepler-1963 b,Transit,2021,,,,0.92
16378,Kepler-1963 b,Transit,2021,,,,0.96
16379,Kepler-1963 b,Transit,2021,,,,0.92
16380,Kepler-1963 b,Transit,2021,,,,0.92
16381,Kepler-1963 b,Transit,2021,,,,0.92
16382,Kepler-1963 b,Transit,2021,,,,0.92
16383,Kepler-1964 b,Transit,2021,,,,0.73
16384,Kepler-1964 b,Transit,2021,,,,0.73
16385,Kepler-1964 b,Transit,2021,,,,0.73
16386,Kepler-1964 b,Transit,2021,,,,
16387,Kepler-1964 b,Transit,2021,,,,0.75
16388,Kepler-1964 b,Transit,2021,,,,0.75
16389,Kepler-1965 b,Transit,2021,,,,0.93
16390,Kepler-1965 b,Transit,2021,,,,0.98
16391,Kepler-1965 b,Transit,2021,,,,0.93
16392,Kepler-1965 b,Transit,2021,,,,0.93
16393,Kepler-1965 b,Transit,2021,,,,0.98
16394,Kepler-1965 b,Transit,2021,,,,0.93
16395,Kepler-1965 b,Transit,2021,,,,0.93
16396,Kepler-1966 b,Transit,2021,,,,0.77
16397,Kepler-1966 b,Transit,2021,,,,0.67
16398,Kepler-1966 b,Transit,2021,,,,0.80
16399,Kepler-1966 b,Transit,2021,,,,0.80
16400,Kepler-1966 b,Transit,2021,,,,0.67
16401,Kepler-1966 b,Transit,2021,,,,0.67
16402,Kepler-1967 b,Transit,2021,,,,1.00
16403,Kepler-1967 b,Transit,2021,,,,1.00
16404,Kepler-1967 b,Transit,2021,,,,1.00
16405,Kepler-1967 b,Transit,2021,,,,1.00
16406,Kepler-1967 b,Transit,2021,,,,1.00
16407,Kepler-1967 b,Transit,2021,,,,0.78
16408,Kepler-1968 b,Transit,2021,,,,0.84
16409,Kepler-1968 b,Transit,2021,,,,0.84
16410,Kepler-1968 b,Transit,2021,,,,0.76
16411,Kepler-1968 b,Transit,2021,,,,0.84
16412,Kepler-1968 b,Transit,2021,,,,0.84
16413,Kepler-1968 b,Transit,2021,,,,0.84
16414,Kepler-1969 b,Transit,2021,,,,1.11
16415,Kepler-1969 b,Transit,2021,,,,0.99
16416,Kepler-1969 b,Transit,2021,,,,1.11
16417,Kepler-1969 b,Transit,2021,,,,1.11
16418,Kepler-1969 b,Transit,2021,,,,1.11
16419,Kepler-1969 b,Transit,2021,,,,1.11
16420,Kepler-197 b,Transit,2014,,,,0.86
16421,Kepler-197 b,Transit,2014,,,,1.09
16422,Kepler-197 b,Transit,2014,,,,1.09
16423,Kepler-197 b,Transit,2014,,,,0.92
16424,Kepler-197 b,Transit,2014,,,,0.92
16425,Kepler-197 b,Transit,2014,,,,0.90
16426,Kepler-197 b,Transit,2014,,,,1.09
16427,Kepler-197 b,Transit,2014,,,,0.92
16428,Kepler-197 b,Transit,2014,,,,
16429,Kepler-197 b,Transit,2014,,,,
16430,Kepler-197 b,Transit,2014,,,,1.01
16432,Kepler-197 c,Transit,2014,,,,1.09
16433,Kepler-197 c,Transit,2014,,,,1.01
16434,Kepler-197 c,Transit,2014,,,,0.92
16435,Kepler-197 c,Transit,2014,,,,1.09
16436,Kepler-197 c,Transit,2014,,,,0.92
16437,Kepler-197 c,Transit,2014,,,,1.09
16438,Kepler-197 c,Transit,2014,,,,0.90
16439,Kepler-197 c,Transit,2014,,,,
16440,Kepler-197 c,Transit,2014,,,,0.86
16441,Kepler-197 c,Transit,2014,,,,1.09
16442,Kepler-197 c,Transit,2014,,,,0.92
16443,Kepler-197 c,Transit,2014,,,,
16444,Kepler-197 d,Transit,2014,,,,1.09
16445,Kepler-197 d,Transit,2014,,,,0.92
16446,Kepler-197 d,Transit,2014,,,,0.86
16447,Kepler-197 d,Transit,2014,,,,
16448,Kepler-197 d,Transit,2014,,,,0.90
16449,Kepler-197 d,Transit,2014,,,,0.92
16450,Kepler-197 d,Transit,2014,,,,0.92
16451,Kepler-197 d,Transit,2014,,,,1.01
16452,Kepler-197 d,Transit,2014,,,,1.09
16453,Kepler-197 d,Transit,2014,,,,1.09
16454,Kepler-197 d,Transit,2014,,,,1.09
16455,Kepler-197 d,Transit,2014,,,,0.92
16456,Kepler-197 d,Transit,2014,,,,
16457,Kepler-197 e,Transit,2014,,,,1.09
16458,Kepler-197 e,Transit,2014,,,,0.86
16459,Kepler-197 e,Transit,2014,,,,1.01
16460,Kepler-197 e,Transit,2014,,,,1.09
16461,Kepler-197 e,Transit,2014,,,,
16462,Kepler-197 e,Transit,2014,,,,1.09
16463,Kepler-197 e,Transit,2014,,,,0.92
16464,Kepler-197 e,Transit,2014,,,,0.92
16465,Kepler-197 e,Transit,2014,,,,0.92
16466,Kepler-197 e,Transit,2014,,,,0.90
16467,Kepler-197 e,Transit,2014,,,,
16468,Kepler-197 e,Transit,2014,,,,1.09
16469,Kepler-1972 b,Transit,2014,,,,1.17
16470,Kepler-1972 b,Transit,2014,,,,1.17
16471,Kepler-1972 b,Transit,2014,,,,1.17
16472,Kepler-1972 b,Transit,2014,,,,1.08
16474,Kepler-1972 b,Transit,2014,,,,1.04
16475,Kepler-1972 c,Transit,2014,,,,1.17
16476,Kepler-1972 c,Transit,2014,,,,1.08
16478,Kepler-1972 c,Transit,2014,,,,1.17
16479,Kepler-198 b,Transit,2014,,,,0.96
16480,Kepler-198 b,Transit,2014,,,,0.98
16481,Kepler-198 b,Transit,2014,,,,0.95
16482,Kepler-198 b,Transit,2014,,,,0.94
16483,Kepler-198 b,Transit,2014,,,,0.98
16484,Kepler-198 b,Transit,2014,,,,0.97
16485,Kepler-198 b,Transit,2014,,,,
16486,Kepler-198 b,Transit,2014,,,,
16487,Kepler-198 b,Transit,2014,,,,0.95
16488,Kepler-198 b,Transit,2014,,,,0.95
16489,Kepler-198 b,Transit,2014,,,,0.98
16490,Kepler-198 c,Transit,2014,,,,
16491,Kepler-198 c,Transit,2014,,,,0.98
16492,Kepler-198 c,Transit,2014,,,,0.95
16493,Kepler-198 c,Transit,2014,,,,0.94
16494,Kepler-198 c,Transit,2014,,,,0.97
16495,Kepler-198 c,Transit,2014,,,,
16496,Kepler-198 c,Transit,2014,,,,0.95
16497,Kepler-198 c,Transit,2014,,,,0.98
16498,Kepler-198 c,Transit,2014,,,,0.96
16499,Kepler-198 c,Transit,2014,,,,0.98
16500,Kepler-198 c,Transit,2014,,,,0.95
16501,Kepler-198 d,Transit,2016,,,,0.95
16502,Kepler-198 d,Transit,2016,,,,
16503,Kepler-198 d,Transit,2016,,,,0.96
16504,Kepler-198 d,Transit,2016,,,,0.94
16505,Kepler-198 d,Transit,2016,,,,0.98
16506,Kepler-198 d,Transit,2016,,,,0.98
16507,Kepler-198 d,Transit,2016,,,,0.95
16508,Kepler-198 d,Transit,2016,,,,0.98
16509,Kepler-198 d,Transit,2016,,,,0.97
16510,Kepler-198 d,Transit,2016,,,,0.95
16511,Kepler-199 b,Transit,2014,,,,
16512,Kepler-199 b,Transit,2014,,,,
16513,Kepler-199 b,Transit,2014,,,,0.96
16514,Kepler-199 b,Transit,2014,,,,0.98
16515,Kepler-199 b,Transit,2014,,,,0.98
16516,Kepler-199 b,Transit,2014,,,,0.98
